GeneName	GeneID	gene_biotype	maxLength
CHMP1AP1	ENSG00000226662	processed_pseudogene	662
CHMP1B	ENSG00000255112	protein_coding	3029
CHMP1B-AS1	ENSG00000267165	lncRNA	550
CHMP1B2P	ENSG00000278530	transcribed_unitary_pseudogene	6813
CHMP2A	ENSG00000130724	protein_coding	1178
CHMP2B	ENSG00000083937	protein_coding	2588
CHMP3	ENSG00000115561	protein_coding	3138
CHMP4A	ENSG00000254505	protein_coding	1393
CHMP4B	ENSG00000101421	protein_coding	1601
CHMP4BP1	ENSG00000258469	processed_pseudogene	588
CHMP4C	ENSG00000164695	protein_coding	1852
CHMP5	ENSG00000086065	protein_coding	1957
CHMP6	ENSG00000176108	protein_coding	1665
CHMP7	ENSG00000147457	protein_coding	3407
CHN1	ENSG00000128656	protein_coding	2652
CHN2	ENSG00000106069	protein_coding	3530
CHN2-AS1	ENSG00000235669	lncRNA	798
CHODL	ENSG00000154645	protein_coding	2545
CHODL-AS1	ENSG00000231755	lncRNA	1117
CHORDC1	ENSG00000110172	protein_coding	5363
CHORDC2P	ENSG00000259050	processed_pseudogene	1090
CHP1	ENSG00000187446	protein_coding	3201
CHP2	ENSG00000166869	protein_coding	1967
CHPF	ENSG00000123989	protein_coding	3024
CHPF2	ENSG00000033100	protein_coding	3980
CHPT1	ENSG00000111666	protein_coding	4341
CHRAC1	ENSG00000104472	protein_coding	2481
CHRD	ENSG00000090539	protein_coding	4719
CHRDL1	ENSG00000101938	protein_coding	3860
CHRDL2	ENSG00000054938	protein_coding	1971
CHRFAM7A	ENSG00000166664	protein_coding	6220
CHRM1	ENSG00000168539	protein_coding	2646
CHRM2	ENSG00000181072	protein_coding	5918
CHRM3	ENSG00000133019	protein_coding	8780
CHRM3-AS1	ENSG00000234601	lncRNA	486
CHRM3-AS2	ENSG00000233355	lncRNA	5593
CHRM4	ENSG00000180720	protein_coding	1511
CHRM5	ENSG00000184984	protein_coding	5802
CHRNA1	ENSG00000138435	protein_coding	2108
CHRNA10	ENSG00000129749	protein_coding	1945
CHRNA2	ENSG00000120903	protein_coding	4037
CHRNA3	ENSG00000080644	protein_coding	3013
CHRNA4	ENSG00000101204	protein_coding	5643
CHRNA5	ENSG00000169684	protein_coding	3621
CHRNA6	ENSG00000147434	protein_coding	2400
CHRNA7	ENSG00000175344	protein_coding	7722
CHRNA9	ENSG00000174343	protein_coding	2272
CHRNB1	ENSG00000170175	protein_coding	2560
CHRNB2	ENSG00000160716	protein_coding	5857
CHRNB3	ENSG00000147432	protein_coding	2347
CHRNB4	ENSG00000117971	protein_coding	2596
CHRND	ENSG00000135902	protein_coding	3022
CHRNE	ENSG00000108556	protein_coding	2485
CHRNG	ENSG00000196811	protein_coding	4009
CHROMR	ENSG00000223960	lncRNA	5658
CHST1	ENSG00000175264	protein_coding	3906
CHST10	ENSG00000115526	protein_coding	2854
CHST11	ENSG00000171310	protein_coding	5736
CHST12	ENSG00000136213	protein_coding	15977
CHST13	ENSG00000180767	protein_coding	1917
CHST14	ENSG00000169105	protein_coding	3574
CHST15	ENSG00000182022	protein_coding	4810
CHST2	ENSG00000175040	protein_coding	4141
CHST3	ENSG00000122863	protein_coding	6934
CHST4	ENSG00000140835	protein_coding	2412
CHST5	ENSG00000135702	protein_coding	3245
CHST6	ENSG00000183196	protein_coding	8370
CHST7	ENSG00000147119	protein_coding	2396
CHST8	ENSG00000124302	protein_coding	2479
CHST9	ENSG00000154080	protein_coding	11379
CHSY1	ENSG00000131873	protein_coding	4662
CHSY3	ENSG00000198108	protein_coding	3857
CHTF18	ENSG00000127586	protein_coding	4491
CHTF8	ENSG00000168802	protein_coding	2903
CHTF8P1	ENSG00000233543	processed_pseudogene	1541
CHTOP	ENSG00000160679	protein_coding	2553
CHUK	ENSG00000213341	protein_coding	4844
CHURC1	ENSG00000258289	protein_coding	3615
CHURC1-FNTB	ENSG00000125954	protein_coding	1845
CIAO1	ENSG00000144021	protein_coding	3968
CIAO2A	ENSG00000166797	protein_coding	1536
CIAO2B	ENSG00000166595	protein_coding	718
CIAO3	ENSG00000103245	protein_coding	3211
CIAPIN1	ENSG00000005194	protein_coding	2021
CIAPIN1P	ENSG00000263846	processed_pseudogene	931
CIART	ENSG00000159208	protein_coding	2011
CIB1	ENSG00000185043	protein_coding	1141
CIB2	ENSG00000136425	protein_coding	1511
CIB3	ENSG00000141977	protein_coding	711
CIB4	ENSG00000157884	protein_coding	768
CIC	ENSG00000079432	protein_coding	8218
CICP1	ENSG00000233652	processed_pseudogene	2410
CICP10	ENSG00000224160	processed_pseudogene	198
CICP11	ENSG00000237799	processed_pseudogene	2827
CICP12	ENSG00000225270	processed_pseudogene	843
CICP13	ENSG00000234419	processed_pseudogene	2789
CICP14	ENSG00000281490	processed_pseudogene	2730
CICP16	ENSG00000248213	processed_pseudogene	2812
CICP17	ENSG00000227233	processed_pseudogene	2377
CICP18	ENSG00000217929	transcribed_processed_pseudogene	2812
CICP19	ENSG00000282059	processed_pseudogene	2357
CICP2	ENSG00000233740	processed_pseudogene	2328
CICP20	ENSG00000235955	processed_pseudogene	2801
CICP22	ENSG00000226220	processed_pseudogene	1319
CICP23	ENSG00000270921	processed_pseudogene	2741
CICP24	ENSG00000271466	processed_pseudogene	2705
CICP26	ENSG00000233003	unprocessed_pseudogene	2448
CICP27	ENSG00000233750	processed_pseudogene	3812
CICP3	ENSG00000229376	processed_pseudogene	2455
CICP4	ENSG00000232852	processed_pseudogene	2812
CICP5	ENSG00000233771	unprocessed_pseudogene	2215
CICP6	ENSG00000230304	processed_pseudogene	2729
CICP7	ENSG00000233653	processed_pseudogene	2477
CICP8	ENSG00000225371	processed_pseudogene	2813
CICP9	ENSG00000228882	processed_pseudogene	1913
CIDEA	ENSG00000176194	protein_coding	1808
CIDEB	ENSG00000136305	protein_coding	2409
CIDEC	ENSG00000187288	protein_coding	1277
CIDECP1	ENSG00000186162	transcribed_unprocessed_pseudogene	1794
CIITA	ENSG00000179583	protein_coding	16052
CILP	ENSG00000138615	protein_coding	5678
CILP2	ENSG00000160161	protein_coding	4234
CINP	ENSG00000100865	protein_coding	4267
CIP2A	ENSG00000163507	protein_coding	4064
CIPC	ENSG00000198894	protein_coding	4325
CIR1	ENSG00000138433	protein_coding	1918
CIR1P1	ENSG00000253146	processed_pseudogene	1133
CIR1P2	ENSG00000250215	processed_pseudogene	1342
CIR1P3	ENSG00000216708	processed_pseudogene	479
CIRBP	ENSG00000099622	protein_coding	3528
CIRBP-AS1	ENSG00000267493	lncRNA	1355
CISD1	ENSG00000122873	protein_coding	2373
CISD1P1	ENSG00000213403	processed_pseudogene	327
CISD2	ENSG00000145354	protein_coding	5877
CISD3	ENSG00000277972	protein_coding	2547
CISH	ENSG00000114737	protein_coding	5042
CISTR	ENSG00000260492	lncRNA	1566
CIT	ENSG00000122966	protein_coding	8734
CITED1	ENSG00000125931	protein_coding	1231
CITED2	ENSG00000164442	protein_coding	2387
CITED4	ENSG00000179862	protein_coding	1310
CIZ1	ENSG00000148337	protein_coding	4264
CKAP2	ENSG00000136108	protein_coding	3629
CKAP2L	ENSG00000169607	protein_coding	4721
CKAP2LP1	ENSG00000271461	processed_pseudogene	2185
CKAP2P1	ENSG00000258722	processed_pseudogene	2049
CKAP4	ENSG00000136026	protein_coding	3121
CKAP5	ENSG00000175216	protein_coding	7168
CKB	ENSG00000166165	protein_coding	1420
CKBP1	ENSG00000260889	processed_pseudogene	1086
CKLF	ENSG00000217555	protein_coding	667
CKLF-CMTM1	ENSG00000254788	protein_coding	678
CKM	ENSG00000104879	protein_coding	1556
CKMT1A	ENSG00000223572	protein_coding	1911
CKMT1B	ENSG00000237289	protein_coding	2396
CKMT2	ENSG00000131730	protein_coding	1637
CKMT2-AS1	ENSG00000247572	lncRNA	2461
CKS1B	ENSG00000173207	protein_coding	1166
CKS1BP1	ENSG00000258788	processed_pseudogene	240
CKS1BP2	ENSG00000225976	processed_pseudogene	240
CKS1BP3	ENSG00000268942	processed_pseudogene	237
CKS1BP5	ENSG00000250972	processed_pseudogene	273
CKS1BP6	ENSG00000178556	processed_pseudogene	240
CKS1BP7	ENSG00000254331	processed_pseudogene	235
CKS2	ENSG00000123975	protein_coding	613
CLASP1	ENSG00000074054	protein_coding	8092
CLASP2	ENSG00000163539	protein_coding	7281
CLASRP	ENSG00000104859	protein_coding	2771
CLBA1	ENSG00000140104	protein_coding	2501
CLC	ENSG00000105205	protein_coding	631
CLCA1	ENSG00000016490	protein_coding	3310
CLCA2	ENSG00000137975	protein_coding	3935
CLCA3P	ENSG00000153923	transcribed_unprocessed_pseudogene	3412
CLCA4	ENSG00000016602	protein_coding	3211
CLCA4-AS1	ENSG00000236915	lncRNA	2402
CLCC1	ENSG00000121940	protein_coding	4801
CLCF1	ENSG00000175505	protein_coding	1705
CLCN1	ENSG00000188037	protein_coding	3187
CLCN2	ENSG00000114859	protein_coding	4615
CLCN3	ENSG00000109572	protein_coding	6633
CLCN3P1	ENSG00000232000	transcribed_unprocessed_pseudogene	7242
CLCN4	ENSG00000073464	protein_coding	6759
CLCN5	ENSG00000171365	protein_coding	10107
CLCN6	ENSG00000011021	protein_coding	5630
CLCN7	ENSG00000103249	protein_coding	4184
CLCNKA	ENSG00000186510	protein_coding	3060
CLCNKB	ENSG00000184908	protein_coding	2567
CLCP1	ENSG00000232305	processed_pseudogene	388
CLCP2	ENSG00000226158	processed_pseudogene	423
CLDN1	ENSG00000163347	protein_coding	3446
CLDN10	ENSG00000134873	protein_coding	2656
CLDN10-AS1	ENSG00000223392	lncRNA	895
CLDN11	ENSG00000013297	protein_coding	2169
CLDN12	ENSG00000157224	protein_coding	3565
CLDN14	ENSG00000159261	protein_coding	1942
CLDN15	ENSG00000106404	protein_coding	2131
CLDN16	ENSG00000113946	protein_coding	3273
CLDN17	ENSG00000156282	protein_coding	1241
CLDN18	ENSG00000066405	protein_coding	3434
CLDN19	ENSG00000164007	protein_coding	3517
CLDN2	ENSG00000165376	protein_coding	2959
CLDN20	ENSG00000171217	protein_coding	1209
CLDN22	ENSG00000177300	protein_coding	2578
CLDN23	ENSG00000253958	protein_coding	2160
CLDN24	ENSG00000185758	protein_coding	663
CLDN25	ENSG00000228607	protein_coding	754
CLDN3	ENSG00000165215	protein_coding	1274
CLDN34	ENSG00000234469	protein_coding	995
CLDN4	ENSG00000189143	protein_coding	4163
CLDN5	ENSG00000184113	protein_coding	2547
CLDN6	ENSG00000184697	protein_coding	1739
CLDN7	ENSG00000181885	protein_coding	1923
CLDN8	ENSG00000156284	protein_coding	2092
CLDN9	ENSG00000213937	protein_coding	1583
CLDND1	ENSG00000080822	protein_coding	2818
CLDND2	ENSG00000160318	protein_coding	975
CLEC10A	ENSG00000132514	protein_coding	1800
CLEC11A	ENSG00000105472	protein_coding	1375
CLEC12A	ENSG00000172322	protein_coding	1681
CLEC12A-AS1	ENSG00000231560	lncRNA	3956
CLEC12B	ENSG00000256660	protein_coding	3029
CLEC14A	ENSG00000176435	protein_coding	2094
CLEC16A	ENSG00000038532	protein_coding	6812
CLEC17A	ENSG00000187912	protein_coding	2065
CLEC18A	ENSG00000157322	protein_coding	3660
CLEC18B	ENSG00000140839	protein_coding	2321
CLEC18C	ENSG00000157335	protein_coding	3660
CLEC19A	ENSG00000261210	protein_coding	2546
CLEC1A	ENSG00000150048	protein_coding	2685
CLEC1B	ENSG00000165682	protein_coding	3054
CLEC20A	ENSG00000188585	protein_coding	1491
CLEC2A	ENSG00000188393	protein_coding	905
CLEC2B	ENSG00000110852	protein_coding	1700
CLEC2D	ENSG00000069493	protein_coding	5280
CLEC2L	ENSG00000236279	protein_coding	2188
CLEC3A	ENSG00000166509	protein_coding	1934
CLEC3B	ENSG00000163815	protein_coding	816
CLEC4A	ENSG00000111729	protein_coding	1271
CLEC4C	ENSG00000198178	protein_coding	1314
CLEC4D	ENSG00000166527	protein_coding	1973
CLEC4E	ENSG00000166523	protein_coding	2101
CLEC4F	ENSG00000152672	protein_coding	2474
CLEC4G	ENSG00000182566	protein_coding	1360
CLEC4GP1	ENSG00000268297	unprocessed_pseudogene	870
CLEC4M	ENSG00000104938	protein_coding	2989
CLEC4O	ENSG00000267453	transcribed_unprocessed_pseudogene	567
CLEC5A	ENSG00000258227	protein_coding	3502
CLEC6A	ENSG00000205846	protein_coding	1646
CLEC7A	ENSG00000172243	protein_coding	3720
CLEC9A	ENSG00000197992	protein_coding	1733
CLECL1	ENSG00000184293	protein_coding	1069
CLGN	ENSG00000153132	protein_coding	2820
CLHC1	ENSG00000162994	protein_coding	5330
CLIC1	ENSG00000213719	protein_coding	1560
CLIC1P1	ENSG00000231313	processed_pseudogene	724
CLIC2	ENSG00000155962	protein_coding	2623
CLIC3	ENSG00000169583	protein_coding	810
CLIC4	ENSG00000169504	protein_coding	4252
CLIC4P1	ENSG00000236739	processed_pseudogene	535
CLIC4P2	ENSG00000269546	processed_pseudogene	717
CLIC4P3	ENSG00000237931	processed_pseudogene	752
CLIC5	ENSG00000112782	protein_coding	5971
CLIC6	ENSG00000159212	protein_coding	3860
CLINT1	ENSG00000113282	protein_coding	3987
CLIP1	ENSG00000130779	protein_coding	5913
CLIP1-AS1	ENSG00000257097	lncRNA	1746
CLIP2	ENSG00000106665	protein_coding	5623
CLIP3	ENSG00000105270	protein_coding	3349
CLIP4	ENSG00000115295	protein_coding	4299
CLK1	ENSG00000013441	protein_coding	3208
CLK2	ENSG00000176444	protein_coding	2702
CLK2P1	ENSG00000232553	processed_pseudogene	1294
CLK3	ENSG00000179335	protein_coding	10494
CLK3P2	ENSG00000226191	processed_pseudogene	1453
CLK4	ENSG00000113240	protein_coding	3723
CLLU1	ENSG00000257127	lncRNA	3897
CLLU1OS	ENSG00000205057	protein_coding	686
CLMAT3	ENSG00000249035	lncRNA	1973
CLMN	ENSG00000165959	protein_coding	12749
CLMP	ENSG00000166250	protein_coding	5032
CLN3	ENSG00000188603	protein_coding	3867
CLN5	ENSG00000102805	protein_coding	6663
CLN6	ENSG00000128973	protein_coding	3335
CLN8	ENSG00000182372	protein_coding	7085
CLNK	ENSG00000109684	protein_coding	5502
CLNS1A	ENSG00000074201	protein_coding	2982
CLNS1AP1	ENSG00000213335	processed_pseudogene	682
CLOCK	ENSG00000134852	protein_coding	10466
CLP1	ENSG00000172409	protein_coding	1828
CLPB	ENSG00000162129	protein_coding	10053
CLPP	ENSG00000125656	protein_coding	2408
CLPS	ENSG00000137392	protein_coding	538
CLPSL1	ENSG00000204140	protein_coding	598
CLPSL2	ENSG00000196748	protein_coding	532
CLPTM1	ENSG00000104853	protein_coding	2732
CLPTM1L	ENSG00000049656	protein_coding	3538
CLPTM1LP1	ENSG00000271036	processed_pseudogene	484
CLPX	ENSG00000166855	protein_coding	4692
CLRN1	ENSG00000163646	protein_coding	2359
CLRN1-AS1	ENSG00000239265	lncRNA	2223
CLRN2	ENSG00000249581	protein_coding	823
CLRN3	ENSG00000180745	protein_coding	1146
CLSPN	ENSG00000092853	protein_coding	8505
CLSTN1	ENSG00000171603	protein_coding	4760
CLSTN2	ENSG00000158258	protein_coding	14202
CLSTN2-AS1	ENSG00000250433	lncRNA	2693
CLSTN3	ENSG00000139182	protein_coding	4296
CLTA	ENSG00000122705	protein_coding	1890
CLTB	ENSG00000175416	protein_coding	1489
CLTC	ENSG00000141367	protein_coding	8599
CLTCL1	ENSG00000070371	protein_coding	5517
CLTRN	ENSG00000147003	protein_coding	1574
CLU	ENSG00000120885	protein_coding	2807
CLUAP1	ENSG00000103351	protein_coding	5126
CLUH	ENSG00000132361	protein_coding	5356
CLUHP1	ENSG00000238191	unprocessed_pseudogene	1190
CLUHP10	ENSG00000282511	unprocessed_pseudogene	980
CLUHP11	ENSG00000278138	unprocessed_pseudogene	1026
CLUHP2	ENSG00000228945	unprocessed_pseudogene	1303
CLUHP3	ENSG00000131797	transcribed_unprocessed_pseudogene	4117
CLUHP4	ENSG00000249003	unprocessed_pseudogene	1343
CLUHP5	ENSG00000230468	unprocessed_pseudogene	774
CLUHP6	ENSG00000265279	processed_pseudogene	941
CLUHP8	ENSG00000258278	unprocessed_pseudogene	1485
CLUL1	ENSG00000079101	protein_coding	2449
CLVS1	ENSG00000177182	protein_coding	3622
CLVS2	ENSG00000146352	protein_coding	11219
CLYBL	ENSG00000125246	protein_coding	6771
CLYBL-AS1	ENSG00000234303	lncRNA	707
CLYBL-AS2	ENSG00000227659	lncRNA	695
CMA1	ENSG00000092009	protein_coding	937
CMAHP	ENSG00000168405	transcribed_unitary_pseudogene	2790
CMAS	ENSG00000111726	protein_coding	1748
CMBL	ENSG00000164237	protein_coding	3893
CMC1	ENSG00000187118	protein_coding	6003
CMC2	ENSG00000103121	protein_coding	10069
CMC4	ENSG00000182712	protein_coding	881
CMIP	ENSG00000153815	protein_coding	4354
CMKLR1	ENSG00000174600	protein_coding	5488
CMPK1	ENSG00000162368	protein_coding	2930
CMPK2	ENSG00000134326	protein_coding	2883
CMSS1	ENSG00000184220	protein_coding	4296
CMTM1	ENSG00000089505	protein_coding	1064
CMTM2	ENSG00000140932	protein_coding	1048
CMTM3	ENSG00000140931	protein_coding	2330
CMTM4	ENSG00000183723	protein_coding	7027
CMTM5	ENSG00000166091	protein_coding	1931
CMTM6	ENSG00000091317	protein_coding	3303
CMTM7	ENSG00000153551	protein_coding	2066
CMTM8	ENSG00000170293	protein_coding	1169
CMTR1	ENSG00000137200	protein_coding	4035
CMTR2	ENSG00000180917	protein_coding	4869
CMYA5	ENSG00000164309	protein_coding	12887
CNBD1	ENSG00000176571	protein_coding	1624
CNBD2	ENSG00000149646	protein_coding	2531
CNBP	ENSG00000169714	protein_coding	1664
CNDP1	ENSG00000150656	protein_coding	4342
CNDP2	ENSG00000133313	protein_coding	4975
CNEP1R1	ENSG00000205423	protein_coding	2962
CNFN	ENSG00000105427	protein_coding	533
CNGA1	ENSG00000198515	protein_coding	2867
CNGA2	ENSG00000183862	protein_coding	2834
CNGA3	ENSG00000144191	protein_coding	3547
CNGA4	ENSG00000132259	protein_coding	1916
CNGB1	ENSG00000070729	protein_coding	5657
CNGB3	ENSG00000170289	protein_coding	4347
CNIH1	ENSG00000100528	protein_coding	4732
CNIH2	ENSG00000174871	protein_coding	1524
CNIH3	ENSG00000143786	protein_coding	2539
CNIH3-AS1	ENSG00000229400	lncRNA	837
CNIH3-AS2	ENSG00000233384	lncRNA	3958
CNIH4	ENSG00000143771	protein_coding	4094
CNKSR1	ENSG00000142675	protein_coding	2673
CNKSR2	ENSG00000149970	protein_coding	8373
CNKSR3	ENSG00000153721	protein_coding	21076
CNMD	ENSG00000136110	protein_coding	1455
CNN1	ENSG00000130176	protein_coding	1848
CNN2	ENSG00000064666	protein_coding	2266
CNN2P1	ENSG00000227201	processed_pseudogene	918
CNN2P10	ENSG00000232223	processed_pseudogene	918
CNN2P11	ENSG00000237383	processed_pseudogene	262
CNN2P12	ENSG00000204718	processed_pseudogene	709
CNN2P2	ENSG00000227069	processed_pseudogene	909
CNN2P3	ENSG00000235832	processed_pseudogene	906
CNN2P4	ENSG00000213816	processed_pseudogene	904
CNN2P6	ENSG00000213854	processed_pseudogene	900
CNN2P7	ENSG00000215562	processed_pseudogene	932
CNN2P8	ENSG00000213355	processed_pseudogene	913
CNN2P9	ENSG00000213149	processed_pseudogene	909
CNN3	ENSG00000117519	protein_coding	1991
CNN3P1	ENSG00000218868	processed_pseudogene	935
CNNM1	ENSG00000119946	protein_coding	5702
CNNM2	ENSG00000148842	protein_coding	15849
CNNM3	ENSG00000168763	protein_coding	4898
CNNM3-DT	ENSG00000273265	lncRNA	415
CNNM4	ENSG00000158158	protein_coding	4783
CNOT1	ENSG00000125107	protein_coding	8412
CNOT10	ENSG00000182973	protein_coding	2815
CNOT10-AS1	ENSG00000251224	lncRNA	466
CNOT11	ENSG00000158435	protein_coding	2515
CNOT2	ENSG00000111596	protein_coding	4752
CNOT2-DT	ENSG00000257815	lncRNA	5231
CNOT3	ENSG00000088038	protein_coding	4537
CNOT4	ENSG00000080802	protein_coding	4642
CNOT4P1	ENSG00000236704	processed_pseudogene	1199
CNOT6	ENSG00000113300	protein_coding	6232
CNOT6L	ENSG00000138767	protein_coding	8862
CNOT6LP1	ENSG00000230183	processed_pseudogene	1462
CNOT7	ENSG00000198791	protein_coding	6889
CNOT7P1	ENSG00000233229	processed_pseudogene	852
CNOT7P2	ENSG00000232185	processed_pseudogene	832
CNOT8	ENSG00000155508	protein_coding	2707
CNOT9	ENSG00000144580	protein_coding	4076
CNP	ENSG00000173786	protein_coding	5172
CNPPD1	ENSG00000115649	protein_coding	2073
CNPY1	ENSG00000146910	protein_coding	2378
CNPY2	ENSG00000257727	protein_coding	1452
CNPY3	ENSG00000137161	protein_coding	1431
CNPY4	ENSG00000166997	protein_coding	1477
CNR1	ENSG00000118432	protein_coding	6031
CNR2	ENSG00000188822	protein_coding	5265
CNRIP1	ENSG00000119865	protein_coding	1896
CNST	ENSG00000162852	protein_coding	5124
CNTD1	ENSG00000176563	protein_coding	3252
CNTD2	ENSG00000105219	protein_coding	1816
CNTF	ENSG00000242689	protein_coding	1902
CNTFR	ENSG00000122756	protein_coding	2038
CNTFR-AS1	ENSG00000237159	lncRNA	1657
CNTLN	ENSG00000044459	protein_coding	5518
CNTN1	ENSG00000018236	protein_coding	5667
CNTN2	ENSG00000184144	protein_coding	7916
CNTN3	ENSG00000113805	protein_coding	4948
CNTN4	ENSG00000144619	protein_coding	5198
CNTN4-AS1	ENSG00000237990	lncRNA	1640
CNTN4-AS2	ENSG00000227588	lncRNA	426
CNTN5	ENSG00000149972	protein_coding	6499
CNTN6	ENSG00000134115	protein_coding	4065
CNTNAP1	ENSG00000108797	protein_coding	5537
CNTNAP2	ENSG00000174469	protein_coding	9454
CNTNAP2-AS1	ENSG00000236795	lncRNA	2145
CNTNAP3	ENSG00000106714	protein_coding	5064
CNTNAP3B	ENSG00000154529	protein_coding	7455
CNTNAP3C	ENSG00000283378	protein_coding	1728
CNTNAP3P1	ENSG00000273509	unprocessed_pseudogene	906
CNTNAP3P2	ENSG00000276386	unprocessed_pseudogene	3861
CNTNAP3P5	ENSG00000278213	unprocessed_pseudogene	888
CNTNAP4	ENSG00000152910	protein_coding	6263
CNTNAP5	ENSG00000155052	protein_coding	5284
CNTRL	ENSG00000119397	protein_coding	7662
CNTROB	ENSG00000170037	protein_coding	3990
COA1	ENSG00000106603	protein_coding	3223
COA3	ENSG00000183978	protein_coding	1374
COA4	ENSG00000181924	protein_coding	1038
COA5	ENSG00000183513	protein_coding	1770
COA6	ENSG00000168275	protein_coding	1729
COA6-AS1	ENSG00000231663	lncRNA	575
COA7	ENSG00000162377	protein_coding	3985
COA8	ENSG00000256053	protein_coding	2523
COASY	ENSG00000068120	protein_coding	2479
COBL	ENSG00000106078	protein_coding	7696
COBLL1	ENSG00000082438	protein_coding	9523
COCH	ENSG00000100473	protein_coding	2860
COG1	ENSG00000166685	protein_coding	4051
COG2	ENSG00000135775	protein_coding	7834
COG3	ENSG00000136152	protein_coding	4555
COG4	ENSG00000103051	protein_coding	3488
COG5	ENSG00000164597	protein_coding	5419
COG6	ENSG00000133103	protein_coding	5254
COG7	ENSG00000168434	protein_coding	2934
COG8	ENSG00000213380	protein_coding	4247
COIL	ENSG00000121058	protein_coding	2632
COL10A1	ENSG00000123500	protein_coding	3501
COL11A1	ENSG00000060718	protein_coding	7327
COL11A2	ENSG00000204248	protein_coding	6422
COL11A2P1	ENSG00000228688	unprocessed_pseudogene	676
COL12A1	ENSG00000111799	protein_coding	11725
COL13A1	ENSG00000197467	protein_coding	3187
COL14A1	ENSG00000187955	protein_coding	8008
COL15A1	ENSG00000204291	protein_coding	5422
COL16A1	ENSG00000084636	protein_coding	5418
COL17A1	ENSG00000065618	protein_coding	5612
COL18A1	ENSG00000182871	protein_coding	6583
COL18A1-AS1	ENSG00000183535	lncRNA	3425
COL18A1-AS2	ENSG00000224574	lncRNA	552
COL19A1	ENSG00000082293	protein_coding	8740
COL1A1	ENSG00000108821	protein_coding	6727
COL1A2	ENSG00000164692	protein_coding	5993
COL20A1	ENSG00000101203	protein_coding	8097
COL21A1	ENSG00000124749	protein_coding	4173
COL22A1	ENSG00000169436	protein_coding	6394
COL23A1	ENSG00000050767	protein_coding	2899
COL24A1	ENSG00000171502	protein_coding	6834
COL25A1	ENSG00000188517	protein_coding	8026
COL25A1-DT	ENSG00000246774	lncRNA	1951
COL26A1	ENSG00000160963	protein_coding	2978
COL27A1	ENSG00000196739	protein_coding	7813
COL28A1	ENSG00000215018	protein_coding	4297
COL2A1	ENSG00000139219	protein_coding	5059
COL3A1	ENSG00000168542	protein_coding	5490
COL4A1	ENSG00000187498	protein_coding	6540
COL4A2	ENSG00000134871	protein_coding	6444
COL4A2-AS1	ENSG00000232814	lncRNA	540
COL4A2-AS2	ENSG00000224821	lncRNA	1522
COL4A3	ENSG00000169031	protein_coding	8037
COL4A4	ENSG00000081052	protein_coding	9984
COL4A5	ENSG00000188153	protein_coding	6483
COL4A6	ENSG00000197565	protein_coding	6750
COL5A1	ENSG00000130635	protein_coding	8442
COL5A1-AS1	ENSG00000204011	lncRNA	566
COL5A2	ENSG00000204262	protein_coding	6829
COL5A3	ENSG00000080573	protein_coding	6207
COL6A1	ENSG00000142156	protein_coding	4203
COL6A2	ENSG00000142173	protein_coding	3446
COL6A3	ENSG00000163359	protein_coding	10532
COL6A4P1	ENSG00000230524	transcribed_unprocessed_pseudogene	4317
COL6A4P2	ENSG00000228252	transcribed_unitary_pseudogene	2753
COL6A5	ENSG00000172752	protein_coding	9226
COL6A6	ENSG00000206384	protein_coding	9581
COL7A1	ENSG00000114270	protein_coding	9276
COL8A1	ENSG00000144810	protein_coding	5705
COL8A2	ENSG00000171812	protein_coding	4669
COL9A1	ENSG00000112280	protein_coding	4761
COL9A2	ENSG00000049089	protein_coding	2887
COL9A3	ENSG00000092758	protein_coding	2497
COLCA1	ENSG00000196167	lncRNA	8098
COLCA2	ENSG00000214290	protein_coding	1414
COLEC10	ENSG00000184374	protein_coding	3133
COLEC11	ENSG00000118004	protein_coding	1633
COLEC12	ENSG00000158270	protein_coding	5724
COLGALT1	ENSG00000130309	protein_coding	3647
COLGALT2	ENSG00000198756	protein_coding	5179
COLQ	ENSG00000206561	protein_coding	2960
COMMD1	ENSG00000173163	protein_coding	911
COMMD10	ENSG00000145781	protein_coding	1435
COMMD2	ENSG00000114744	protein_coding	3695
COMMD3	ENSG00000148444	protein_coding	2286
COMMD3-BMI1	ENSG00000269897	protein_coding	1419
COMMD4	ENSG00000140365	protein_coding	4204
COMMD4P1	ENSG00000214646	transcribed_unprocessed_pseudogene	602
COMMD4P2	ENSG00000214702	unprocessed_pseudogene	386
COMMD5	ENSG00000170619	protein_coding	1573
COMMD6	ENSG00000188243	protein_coding	1793
COMMD7	ENSG00000149600	protein_coding	1987
COMMD8	ENSG00000169019	protein_coding	1461
COMMD9	ENSG00000110442	protein_coding	2945
COMP	ENSG00000105664	protein_coding	2707
COMT	ENSG00000093010	protein_coding	2273
COMTD1	ENSG00000165644	protein_coding	1250
COP1	ENSG00000143207	protein_coding	2826
COP1P1	ENSG00000266613	processed_pseudogene	2176
COPA	ENSG00000122218	protein_coding	5458
COPB1	ENSG00000129083	protein_coding	3481
COPB2	ENSG00000184432	protein_coding	3523
COPDA1	ENSG00000253364	lncRNA	548
COPE	ENSG00000105669	protein_coding	1769
COPG1	ENSG00000181789	protein_coding	3231
COPG2	ENSG00000158623	protein_coding	3134
COPRS	ENSG00000172301	protein_coding	1062
COPS2	ENSG00000166200	protein_coding	6573
COPS3	ENSG00000141030	protein_coding	1814
COPS4	ENSG00000138663	protein_coding	2273
