GeneName	GeneID	gene_biotype	maxLength
Gm5938	ENSMUSG00000079521	protein_coding	775
Gm5939	ENSMUSG00000083258	processed_pseudogene	2874
Gm5940	ENSMUSG00000081205	processed_pseudogene	1068
Gm5941	ENSMUSG00000071726	protein_coding	560
Gm5942	ENSMUSG00000083561	processed_pseudogene	439
Gm5943	ENSMUSG00000083971	processed_pseudogene	459
Gm5944	ENSMUSG00000081034	processed_pseudogene	1001
Gm5945	ENSMUSG00000118483	protein_coding	857
Gm5946	ENSMUSG00000048592	transcribed_processed_pseudogene	2724
Gm5947	ENSMUSG00000095065	unprocessed_pseudogene	714
Gm5948	ENSMUSG00000112903	processed_pseudogene	839
Gm5949	ENSMUSG00000111122	processed_pseudogene	1421
Gm5950	ENSMUSG00000111730	processed_pseudogene	772
Gm5951	ENSMUSG00000112313	processed_pseudogene	504
Gm5953	ENSMUSG00000113570	TEC	2616
Gm5954	ENSMUSG00000112987	unprocessed_pseudogene	495
Gm5955	ENSMUSG00000113187	processed_pseudogene	219
Gm5958	ENSMUSG00000087144	processed_pseudogene	297
Gm5960	ENSMUSG00000099775	unprocessed_pseudogene	406
Gm5962	ENSMUSG00000116535	processed_pseudogene	495
Gm5963	ENSMUSG00000052192	processed_pseudogene	236
Gm5964	ENSMUSG00000116911	processed_pseudogene	1004
Gm5965	ENSMUSG00000009047	protein_coding	833
Gm5966	ENSMUSG00000116661	unprocessed_pseudogene	1044
Gm5966	ENSMUSG00000116963	processed_pseudogene	1044
Gm5967	ENSMUSG00000092186	processed_pseudogene	494
Gm5969	ENSMUSG00000117606	processed_pseudogene	1123
Gm597	ENSMUSG00000048411	protein_coding	2887
Gm5970	ENSMUSG00000085977	processed_pseudogene	1216
Gm5971	ENSMUSG00000117908	processed_pseudogene	955
Gm5973	ENSMUSG00000094136	processed_pseudogene	496
Gm5974	ENSMUSG00000096973	processed_pseudogene	986
Gm5975	ENSMUSG00000099648	processed_pseudogene	1399
Gm5976	ENSMUSG00000097833	processed_pseudogene	996
Gm5977	ENSMUSG00000092229	transcribed_unprocessed_pseudogene	619
Gm5978	ENSMUSG00000117163	processed_pseudogene	864
Gm5979	ENSMUSG00000103304	unprocessed_pseudogene	571
Gm5981	ENSMUSG00000106562	processed_pseudogene	487
Gm5982	ENSMUSG00000104984	processed_pseudogene	512
Gm5983	ENSMUSG00000104555	processed_pseudogene	770
Gm5987	ENSMUSG00000105600	processed_pseudogene	1151
Gm5989	ENSMUSG00000106989	processed_pseudogene	2077
Gm5990	ENSMUSG00000107465	processed_pseudogene	746
Gm5995	ENSMUSG00000107685	processed_pseudogene	1273
Gm5996	ENSMUSG00000109798	processed_pseudogene	718
Gm5997	ENSMUSG00000109235	processed_pseudogene	1864
Gm6003	ENSMUSG00000101427	processed_pseudogene	463
Gm6004	ENSMUSG00000092238	processed_pseudogene	1116
Gm6007	ENSMUSG00000109174	processed_pseudogene	823
Gm6008	ENSMUSG00000108740	processed_pseudogene	874
Gm6009	ENSMUSG00000109938	processed_pseudogene	280
Gm6011	ENSMUSG00000110224	processed_pseudogene	1796
Gm6012	ENSMUSG00000109899	processed_pseudogene	730
Gm6013	ENSMUSG00000110701	processed_pseudogene	699
Gm6015	ENSMUSG00000111191	processed_pseudogene	1586
Gm6018	ENSMUSG00000111815	processed_pseudogene	1306
Gm6019	ENSMUSG00000094794	processed_pseudogene	736
Gm6020	ENSMUSG00000069475	protein_coding	66
Gm6023	ENSMUSG00000081159	processed_pseudogene	606
Gm6024	ENSMUSG00000081147	processed_pseudogene	1558
Gm6025	ENSMUSG00000082616	processed_pseudogene	201
Gm6027	ENSMUSG00000083508	processed_pseudogene	756
Gm6028	ENSMUSG00000101875	processed_pseudogene	574
Gm6029	ENSMUSG00000116887	processed_pseudogene	371
Gm6030	ENSMUSG00000062284	processed_pseudogene	392
Gm6031	ENSMUSG00000080704	processed_pseudogene	1054
Gm6032	ENSMUSG00000116991	processed_pseudogene	1138
Gm6034	ENSMUSG00000073407	protein_coding	1633
Gm6035	ENSMUSG00000114551	processed_pseudogene	1217
Gm6038	ENSMUSG00000087325	processed_pseudogene	948
Gm6039	ENSMUSG00000083736	processed_pseudogene	1250
Gm6040	ENSMUSG00000071165	protein_coding	857
Gm6043	ENSMUSG00000075245	processed_pseudogene	492
Gm6044	ENSMUSG00000083100	processed_pseudogene	500
Gm6047	ENSMUSG00000091293	transcribed_processed_pseudogene	574
Gm6048	ENSMUSG00000116783	processed_pseudogene	310
Gm6049	ENSMUSG00000113000	processed_pseudogene	458
Gm6051	ENSMUSG00000107020	processed_pseudogene	352
Gm6052	ENSMUSG00000118246	processed_pseudogene	466
Gm6054	ENSMUSG00000057157	processed_pseudogene	378
Gm6055	ENSMUSG00000062081	processed_pseudogene	378
Gm6056	ENSMUSG00000113426	processed_pseudogene	488
Gm6057	ENSMUSG00000105396	processed_pseudogene	314
Gm6058	ENSMUSG00000087632	processed_pseudogene	399
Gm6059	ENSMUSG00000105015	processed_pseudogene	340
Gm6060	ENSMUSG00000101652	processed_pseudogene	251
Gm6061	ENSMUSG00000093392	transcribed_processed_pseudogene	492
Gm6062	ENSMUSG00000080938	processed_pseudogene	631
Gm6063	ENSMUSG00000108772	processed_pseudogene	485
Gm6064	ENSMUSG00000107981	processed_pseudogene	454
Gm6065	ENSMUSG00000063830	processed_pseudogene	492
Gm6066	ENSMUSG00000114948	processed_pseudogene	475
Gm6067	ENSMUSG00000082929	processed_pseudogene	491
Gm6068	ENSMUSG00000113678	processed_pseudogene	387
Gm6069	ENSMUSG00000104616	processed_pseudogene	463
Gm6070	ENSMUSG00000108860	processed_pseudogene	419
Gm6071	ENSMUSG00000081064	processed_pseudogene	440
Gm6072	ENSMUSG00000108073	processed_pseudogene	496
Gm6073	ENSMUSG00000105840	processed_pseudogene	466
Gm6074	ENSMUSG00000103099	processed_pseudogene	451
Gm6075	ENSMUSG00000102048	processed_pseudogene	486
Gm6076	ENSMUSG00000114292	processed_pseudogene	448
Gm6077	ENSMUSG00000104530	processed_pseudogene	499
Gm6079	ENSMUSG00000081083	processed_pseudogene	404
Gm6081	ENSMUSG00000086785	processed_pseudogene	489
Gm6082	ENSMUSG00000111297	processed_pseudogene	454
Gm6083	ENSMUSG00000078182	processed_pseudogene	357
Gm6085	ENSMUSG00000098104	processed_pseudogene	1470
Gm6087	ENSMUSG00000115684	processed_pseudogene	663
Gm6088	ENSMUSG00000083646	processed_pseudogene	2538
Gm6089	ENSMUSG00000105422	processed_pseudogene	938
Gm609	ENSMUSG00000053182	protein_coding	3163
Gm6091	ENSMUSG00000074026	processed_pseudogene	165
Gm6092	ENSMUSG00000083789	processed_pseudogene	2029
Gm6093	ENSMUSG00000112963	lncRNA	2163
Gm6096	ENSMUSG00000078380	processed_pseudogene	456
Gm6098	ENSMUSG00000096400	processed_pseudogene	330
Gm6100	ENSMUSG00000095202	processed_pseudogene	403
Gm6101	ENSMUSG00000102948	processed_pseudogene	1867
Gm6104	ENSMUSG00000062588	processed_pseudogene	603
Gm6105	ENSMUSG00000105737	processed_pseudogene	624
Gm6108	ENSMUSG00000109104	processed_pseudogene	367
Gm6109	ENSMUSG00000113237	processed_pseudogene	348
Gm6112	ENSMUSG00000109541	processed_pseudogene	629
Gm6113	ENSMUSG00000096907	unprocessed_pseudogene	639
Gm6114	ENSMUSG00000098005	processed_pseudogene	968
Gm6116	ENSMUSG00000072874	lncRNA	1437
Gm6117	ENSMUSG00000086732	lncRNA	1333
Gm6119	ENSMUSG00000102175	processed_pseudogene	1206
Gm6121	ENSMUSG00000080725	protein_coding	924
Gm6122	ENSMUSG00000114919	processed_pseudogene	679
Gm6123	ENSMUSG00000103922	processed_pseudogene	1069
Gm6124	ENSMUSG00000102017	unprocessed_pseudogene	2580
Gm6125	ENSMUSG00000112823	processed_pseudogene	3472
Gm6128	ENSMUSG00000114728	processed_pseudogene	408
Gm6129	ENSMUSG00000113843	processed_pseudogene	801
Gm6133	ENSMUSG00000090451	protein_coding	948
Gm6134	ENSMUSG00000094189	processed_pseudogene	171
Gm6135	ENSMUSG00000106069	lncRNA	372
Gm6136	ENSMUSG00000084106	processed_pseudogene	891
Gm6137	ENSMUSG00000100700	processed_pseudogene	578
Gm6139	ENSMUSG00000057244	processed_pseudogene	882
Gm614	ENSMUSG00000090141	protein_coding	757
Gm6140	ENSMUSG00000104141	processed_pseudogene	966
Gm6141	ENSMUSG00000084339	processed_pseudogene	695
Gm6142	ENSMUSG00000084304	processed_pseudogene	325
Gm6145	ENSMUSG00000110080	lncRNA	2850
Gm6149	ENSMUSG00000117271	processed_pseudogene	938
Gm6150	ENSMUSG00000111901	transcribed_processed_pseudogene	2977
Gm6152	ENSMUSG00000086195	processed_pseudogene	340
Gm6153	ENSMUSG00000090994	processed_pseudogene	1058
Gm6155	ENSMUSG00000068629	processed_pseudogene	341
Gm6157	ENSMUSG00000105687	processed_pseudogene	1897
Gm6158	ENSMUSG00000090381	processed_pseudogene	904
Gm6159	ENSMUSG00000099377	processed_pseudogene	1724
Gm6161	ENSMUSG00000081441	processed_pseudogene	1102
Gm6162	ENSMUSG00000103733	processed_pseudogene	2930
Gm6166	ENSMUSG00000074280	processed_pseudogene	409
Gm6169	ENSMUSG00000057762	protein_coding	1030
Gm6170	ENSMUSG00000100078	processed_pseudogene	1388
Gm6171	ENSMUSG00000113169	processed_pseudogene	645
Gm6173	ENSMUSG00000118035	processed_pseudogene	1259
Gm6174	ENSMUSG00000117016	processed_pseudogene	937
Gm6175	ENSMUSG00000081886	processed_pseudogene	400
Gm6176	ENSMUSG00000096283	protein_coding	1581
Gm6177	ENSMUSG00000057499	processed_pseudogene	465
Gm6180	ENSMUSG00000053038	processed_pseudogene	498
Gm6181	ENSMUSG00000074092	processed_pseudogene	264
Gm6182	ENSMUSG00000086367	unprocessed_pseudogene	1208
Gm6184	ENSMUSG00000081674	processed_pseudogene	1261
Gm6185	ENSMUSG00000102817	transcribed_unprocessed_pseudogene	3553
Gm6187	ENSMUSG00000101571	processed_pseudogene	960
Gm6189	ENSMUSG00000090637	processed_pseudogene	2082
Gm6190	ENSMUSG00000113861	processed_pseudogene	1374
Gm6192	ENSMUSG00000118220	processed_pseudogene	1365
Gm6195	ENSMUSG00000046334	processed_pseudogene	357
Gm6197	ENSMUSG00000104295	processed_pseudogene	454
Gm6198	ENSMUSG00000101986	processed_pseudogene	2929
Gm6200	ENSMUSG00000114651	processed_pseudogene	434
Gm6201	ENSMUSG00000115247	processed_pseudogene	1774
Gm6203	ENSMUSG00000110415	processed_pseudogene	1342
Gm6204	ENSMUSG00000105879	processed_pseudogene	457
Gm6205	ENSMUSG00000092073	protein_coding	2515
Gm6206	ENSMUSG00000048949	processed_pseudogene	2198
Gm6207	ENSMUSG00000081146	transcribed_unprocessed_pseudogene	1386
Gm6209	ENSMUSG00000102715	lncRNA	2275
Gm6210	ENSMUSG00000107951	processed_pseudogene	1942
Gm6211	ENSMUSG00000091577	transcribed_processed_pseudogene	4264
Gm6212	ENSMUSG00000115196	processed_pseudogene	220
Gm6213	ENSMUSG00000109827	lncRNA	638
Gm6214	ENSMUSG00000095465	processed_pseudogene	541
Gm6215	ENSMUSG00000095599	transcribed_processed_pseudogene	1386
Gm6216	ENSMUSG00000098163	processed_pseudogene	687
Gm6217	ENSMUSG00000113846	protein_coding	829
Gm6218	ENSMUSG00000112145	processed_pseudogene	628
Gm6221	ENSMUSG00000095964	unprocessed_pseudogene	1386
Gm6222	ENSMUSG00000083019	transcribed_processed_pseudogene	629
Gm6223	ENSMUSG00000096647	processed_pseudogene	871
Gm6225	ENSMUSG00000097746	lncRNA	6745
Gm6226	ENSMUSG00000086926	processed_pseudogene	1146
Gm6227	ENSMUSG00000107852	processed_pseudogene	421
Gm6228	ENSMUSG00000096119	transcribed_unprocessed_pseudogene	1386
Gm6230	ENSMUSG00000108816	processed_pseudogene	780
Gm6235	ENSMUSG00000117370	processed_pseudogene	409
Gm6236	ENSMUSG00000102795	processed_pseudogene	1009
Gm6238	ENSMUSG00000082996	processed_pseudogene	465
Gm6240	ENSMUSG00000109135	processed_pseudogene	473
Gm6244	ENSMUSG00000101896	processed_pseudogene	841
Gm6245	ENSMUSG00000090475	processed_pseudogene	768
Gm6248	ENSMUSG00000117565	processed_pseudogene	186
Gm6249	ENSMUSG00000110101	lncRNA	3314
Gm6252	ENSMUSG00000117804	processed_pseudogene	580
Gm6254	ENSMUSG00000066538	processed_pseudogene	1088
Gm6257	ENSMUSG00000091866	processed_pseudogene	910
Gm6260	ENSMUSG00000105279	lncRNA	921
Gm6261	ENSMUSG00000107618	processed_pseudogene	760
Gm6263	ENSMUSG00000080966	processed_pseudogene	1342
Gm6264	ENSMUSG00000089716	transcribed_unprocessed_pseudogene	1217
Gm6266	ENSMUSG00000107788	processed_pseudogene	806
Gm6268	ENSMUSG00000079642	protein_coding	1453
Gm6270	ENSMUSG00000086201	lncRNA	559
Gm6272	ENSMUSG00000082524	processed_pseudogene	171
Gm6274	ENSMUSG00000081281	processed_pseudogene	797
Gm6275	ENSMUSG00000081295	processed_pseudogene	1122
Gm6276	ENSMUSG00000084025	processed_pseudogene	579
Gm6277	ENSMUSG00000097440	lncRNA	2779
Gm6278	ENSMUSG00000116972	processed_pseudogene	772
Gm6283	ENSMUSG00000098057	processed_pseudogene	1000
Gm6284	ENSMUSG00000109991	processed_pseudogene	4287
Gm6285	ENSMUSG00000081703	processed_pseudogene	498
Gm6286	ENSMUSG00000086925	processed_pseudogene	762
Gm6288	ENSMUSG00000072660	lncRNA	1590
Gm6290	ENSMUSG00000109050	processed_pseudogene	1158
Gm6291	ENSMUSG00000095614	processed_pseudogene	309
Gm6292	ENSMUSG00000082245	processed_pseudogene	1095
Gm6293	ENSMUSG00000051133	processed_pseudogene	195
Gm6296	ENSMUSG00000113015	processed_pseudogene	944
Gm6298	ENSMUSG00000081761	processed_pseudogene	981
Gm6300	ENSMUSG00000104375	unprocessed_pseudogene	1498
Gm6303	ENSMUSG00000110036	processed_pseudogene	471
Gm6304	ENSMUSG00000071867	processed_pseudogene	447
Gm6305	ENSMUSG00000081052	processed_pseudogene	1012
Gm6308	ENSMUSG00000107600	processed_pseudogene	313
Gm6309	ENSMUSG00000096798	protein_coding	1154
Gm6311	ENSMUSG00000061833	processed_pseudogene	878
Gm6312	ENSMUSG00000107401	processed_pseudogene	1194
Gm6313	ENSMUSG00000070995	lncRNA	2562
Gm6316	ENSMUSG00000078370	processed_pseudogene	1020
Gm6317	ENSMUSG00000098003	processed_pseudogene	1000
Gm6321	ENSMUSG00000103688	processed_pseudogene	1090
Gm6322	ENSMUSG00000082018	processed_pseudogene	1004
Gm6325	ENSMUSG00000081778	unprocessed_pseudogene	3114
Gm6327	ENSMUSG00000091416	processed_pseudogene	1335
Gm6329	ENSMUSG00000110231	lncRNA	936
Gm6330	ENSMUSG00000115301	transcribed_processed_pseudogene	2498
Gm6331	ENSMUSG00000112748	processed_pseudogene	450
Gm6332	ENSMUSG00000116170	processed_pseudogene	683
Gm6333	ENSMUSG00000112423	processed_pseudogene	796
Gm6334	ENSMUSG00000109462	processed_pseudogene	228
Gm6335	ENSMUSG00000083392	processed_pseudogene	1194
Gm6336	ENSMUSG00000118400	processed_pseudogene	492
Gm6337	ENSMUSG00000091882	protein_coding	1758
Gm6340	ENSMUSG00000115523	processed_pseudogene	233
Gm6341	ENSMUSG00000083121	processed_pseudogene	411
Gm6342	ENSMUSG00000107644	processed_pseudogene	766
Gm6343	ENSMUSG00000114962	processed_pseudogene	743
Gm6344	ENSMUSG00000094446	processed_pseudogene	483
Gm6345	ENSMUSG00000096964	transcribed_unprocessed_pseudogene	1691
Gm6346	ENSMUSG00000106701	unprocessed_pseudogene	1443
Gm6348	ENSMUSG00000106690	unprocessed_pseudogene	1443
Gm6350	ENSMUSG00000103351	processed_pseudogene	1339
Gm6351	ENSMUSG00000072821	protein_coding	1542
Gm6352	ENSMUSG00000107952	processed_pseudogene	1134
Gm6353	ENSMUSG00000113071	processed_pseudogene	1051
Gm6356	ENSMUSG00000091400	protein_coding	1757
Gm6358	ENSMUSG00000068071	protein_coding	489
Gm6361	ENSMUSG00000068964	processed_pseudogene	435
Gm6362	ENSMUSG00000112717	processed_pseudogene	836
Gm6363	ENSMUSG00000114993	processed_pseudogene	1074
Gm6365	ENSMUSG00000051548	processed_pseudogene	744
Gm6366	ENSMUSG00000106534	processed_pseudogene	826
Gm6367	ENSMUSG00000096742	protein_coding	2464
Gm6368	ENSMUSG00000080775	processed_pseudogene	2147
Gm6369	ENSMUSG00000040217	processed_pseudogene	412
Gm6370	ENSMUSG00000096527	protein_coding	1142
Gm6373	ENSMUSG00000083026	processed_pseudogene	360
Gm6374	ENSMUSG00000079140	processed_pseudogene	788
Gm6375	ENSMUSG00000107950	processed_pseudogene	1145
Gm6376	ENSMUSG00000109690	processed_pseudogene	580
Gm6377	ENSMUSG00000048621	protein_coding	2793
Gm6378	ENSMUSG00000062962	processed_pseudogene	442
Gm6382	ENSMUSG00000082675	processed_pseudogene	942
Gm6386	ENSMUSG00000118036	processed_pseudogene	2200
Gm6390	ENSMUSG00000111427	processed_pseudogene	589
Gm6392	ENSMUSG00000115503	processed_pseudogene	1354
Gm6394	ENSMUSG00000104623	processed_pseudogene	477
Gm6395	ENSMUSG00000091905	processed_pseudogene	691
Gm6397	ENSMUSG00000089640	processed_pseudogene	1069
Gm6401	ENSMUSG00000095044	protein_coding	1404
Gm6402	ENSMUSG00000117962	processed_pseudogene	414
Gm6407	ENSMUSG00000093548	processed_pseudogene	549
Gm6408	ENSMUSG00000096344	protein_coding	1171
Gm6409	ENSMUSG00000117948	processed_pseudogene	619
Gm6410	ENSMUSG00000097308	lncRNA	1105
Gm6411	ENSMUSG00000114588	processed_pseudogene	1204
Gm6416	ENSMUSG00000114792	lncRNA	1620
Gm6418	ENSMUSG00000083520	processed_pseudogene	3577
Gm6419	ENSMUSG00000072407	processed_pseudogene	429
Gm6420	ENSMUSG00000102766	TEC	723
Gm6421	ENSMUSG00000114540	processed_pseudogene	409
Gm6423	ENSMUSG00000107921	processed_pseudogene	934
Gm6425	ENSMUSG00000086174	processed_pseudogene	790
Gm6426	ENSMUSG00000109266	processed_pseudogene	854
Gm6427	ENSMUSG00000081555	processed_pseudogene	979
Gm6428	ENSMUSG00000089906	processed_pseudogene	345
Gm6429	ENSMUSG00000083103	processed_pseudogene	475
Gm6430	ENSMUSG00000044757	processed_pseudogene	1248
Gm6433	ENSMUSG00000083382	processed_pseudogene	875
Gm6434	ENSMUSG00000091233	processed_pseudogene	372
Gm6436	ENSMUSG00000061330	processed_pseudogene	451
Gm6438	ENSMUSG00000116598	processed_pseudogene	460
Gm6439	ENSMUSG00000105779	processed_pseudogene	862
Gm6440	ENSMUSG00000116694	processed_pseudogene	354
Gm6441	ENSMUSG00000082085	processed_pseudogene	696
Gm6443	ENSMUSG00000107824	processed_pseudogene	874
Gm6444	ENSMUSG00000080836	processed_pseudogene	458
Gm6445	ENSMUSG00000100141	unprocessed_pseudogene	1112
Gm6446	ENSMUSG00000080915	processed_pseudogene	818
Gm6447	ENSMUSG00000083908	processed_pseudogene	835
Gm6450	ENSMUSG00000106930	processed_pseudogene	574
Gm6451	ENSMUSG00000084166	processed_pseudogene	717
Gm6452	ENSMUSG00000117651	processed_pseudogene	797
Gm6455	ENSMUSG00000091422	lncRNA	1072
Gm6457	ENSMUSG00000053740	processed_pseudogene	492
Gm6458	ENSMUSG00000109897	processed_pseudogene	635
Gm6460	ENSMUSG00000091903	protein_coding	1168
Gm6461	ENSMUSG00000080965	processed_pseudogene	633
Gm6462	ENSMUSG00000058590	processed_pseudogene	304
Gm6463	ENSMUSG00000098231	processed_pseudogene	966
Gm6465	ENSMUSG00000094036	protein_coding	1098
Gm6467	ENSMUSG00000117327	pseudogene	609
Gm6468	ENSMUSG00000107348	unprocessed_pseudogene	1443
Gm6471	ENSMUSG00000073781	lncRNA	805
Gm6472	ENSMUSG00000095597	transcribed_processed_pseudogene	651
Gm6473	ENSMUSG00000100261	unprocessed_pseudogene	1210
Gm6474	ENSMUSG00000114023	processed_pseudogene	699
Gm6475	ENSMUSG00000116838	processed_pseudogene	1950
Gm6477	ENSMUSG00000111877	processed_pseudogene	764
Gm6478	ENSMUSG00000074868	processed_pseudogene	742
Gm6479	ENSMUSG00000115434	processed_pseudogene	1027
Gm648	ENSMUSG00000064016	protein_coding	1040
Gm6480	ENSMUSG00000082894	processed_pseudogene	1886
Gm6482	ENSMUSG00000092142	protein_coding	1410
Gm6483	ENSMUSG00000087153	unprocessed_pseudogene	862
Gm6485	ENSMUSG00000089999	transcribed_processed_pseudogene	441
Gm6486	ENSMUSG00000090701	unprocessed_pseudogene	434
Gm6489	ENSMUSG00000094215	processed_pseudogene	696
Gm649	ENSMUSG00000083923	unprocessed_pseudogene	1054
Gm6490	ENSMUSG00000079266	unprocessed_pseudogene	461
Gm6491	ENSMUSG00000083345	processed_pseudogene	990
Gm6493	ENSMUSG00000090021	processed_pseudogene	2637
Gm6494	ENSMUSG00000112424	processed_pseudogene	2299
Gm6496	ENSMUSG00000117388	processed_pseudogene	402
Gm6498	ENSMUSG00000063885	transcribed_processed_pseudogene	1006
Gm650	ENSMUSG00000052157	processed_pseudogene	1548
Gm6500	ENSMUSG00000084324	processed_pseudogene	451
Gm6501	ENSMUSG00000099998	processed_pseudogene	916
Gm6502	ENSMUSG00000095718	protein_coding	1533
Gm6503	ENSMUSG00000109760	processed_pseudogene	2225
Gm6505	ENSMUSG00000070522	processed_pseudogene	648
Gm6506	ENSMUSG00000082233	processed_pseudogene	1132
Gm6507	ENSMUSG00000090013	lncRNA	652
Gm6509	ENSMUSG00000094195	protein_coding	1582
Gm6510	ENSMUSG00000105949	processed_pseudogene	574
Gm6517	ENSMUSG00000082420	processed_pseudogene	511
Gm6518	ENSMUSG00000109201	unprocessed_pseudogene	342
Gm6520	ENSMUSG00000104862	processed_pseudogene	410
Gm6522	ENSMUSG00000106373	unprocessed_pseudogene	1203
Gm6524	ENSMUSG00000110177	processed_pseudogene	1443
Gm6525	ENSMUSG00000104043	protein_coding	1033
Gm6526	ENSMUSG00000091698	protein_coding	1723
Gm6532	ENSMUSG00000115160	unprocessed_pseudogene	559
Gm6533	ENSMUSG00000115193	processed_pseudogene	608
Gm6536	ENSMUSG00000090396	unprocessed_pseudogene	615
Gm6539	ENSMUSG00000083683	processed_pseudogene	1064
Gm6540	ENSMUSG00000117049	processed_pseudogene	969
Gm6541	ENSMUSG00000091453	unprocessed_pseudogene	561
Gm6542	ENSMUSG00000085172	processed_pseudogene	769
Gm6543	ENSMUSG00000106135	processed_pseudogene	808
Gm6545	ENSMUSG00000111118	processed_pseudogene	1786
Gm6546	ENSMUSG00000103369	processed_pseudogene	766
Gm6548	ENSMUSG00000091549	processed_pseudogene	1165
Gm6550	ENSMUSG00000099617	processed_pseudogene	993
Gm6551	ENSMUSG00000116659	unprocessed_pseudogene	885
Gm6552	ENSMUSG00000117458	processed_pseudogene	1061
Gm6553	ENSMUSG00000116702	processed_pseudogene	956
Gm6554	ENSMUSG00000113963	processed_pseudogene	1912
Gm6555	ENSMUSG00000103700	processed_pseudogene	789
Gm6556	ENSMUSG00000097806	lncRNA	1923
Gm6557	ENSMUSG00000116710	unprocessed_pseudogene	882
Gm6558	ENSMUSG00000103499	transcribed_unprocessed_pseudogene	1973
Gm6559	ENSMUSG00000107660	lncRNA	1694
Gm6560	ENSMUSG00000104913	processed_pseudogene	1591
Gm6562	ENSMUSG00000113715	processed_pseudogene	464
Gm6563	ENSMUSG00000051255	processed_pseudogene	633
Gm6564	ENSMUSG00000060879	processed_pseudogene	619
Gm6565	ENSMUSG00000079224	processed_pseudogene	438
Gm6566	ENSMUSG00000113918	lncRNA	1175
Gm6567	ENSMUSG00000108383	lncRNA	2095
Gm6568	ENSMUSG00000082002	processed_pseudogene	697
Gm6569	ENSMUSG00000086361	protein_coding	811
Gm6574	ENSMUSG00000083248	processed_pseudogene	362
Gm6575	ENSMUSG00000113496	processed_pseudogene	697
Gm6576	ENSMUSG00000090544	processed_pseudogene	883
Gm6578	ENSMUSG00000057223	transcribed_processed_pseudogene	984
Gm6579	ENSMUSG00000109565	unprocessed_pseudogene	865
Gm6580	ENSMUSG00000083169	processed_pseudogene	1357
Gm6581	ENSMUSG00000111446	processed_pseudogene	260
Gm6583	ENSMUSG00000051503	protein_coding	2233
Gm6584	ENSMUSG00000084204	unprocessed_pseudogene	447
Gm6586	ENSMUSG00000091487	unprocessed_pseudogene	643
Gm6587	ENSMUSG00000081245	processed_pseudogene	613
Gm6588	ENSMUSG00000072722	protein_coding	2313
Gm6590	ENSMUSG00000107492	unprocessed_pseudogene	687
Gm6591	ENSMUSG00000084070	unprocessed_pseudogene	434
Gm6592	ENSMUSG00000079699	protein_coding	507
Gm6593	ENSMUSG00000109821	processed_pseudogene	1135
Gm6594	ENSMUSG00000073371	processed_pseudogene	286
Gm6598	ENSMUSG00000107143	lncRNA	2615
Gm6599	ENSMUSG00000117167	processed_pseudogene	408
Gm6602	ENSMUSG00000104543	lncRNA	1927
Gm6605	ENSMUSG00000094920	unprocessed_pseudogene	2574
Gm6606	ENSMUSG00000102219	unprocessed_pseudogene	947
Gm6607	ENSMUSG00000110759	processed_pseudogene	328
Gm6610	ENSMUSG00000100880	processed_pseudogene	762
Gm6611	ENSMUSG00000091997	processed_pseudogene	1272
Gm6612	ENSMUSG00000058357	processed_pseudogene	395
Gm6614	ENSMUSG00000079263	protein_coding	2450
Gm6615	ENSMUSG00000104892	processed_pseudogene	631
Gm6616	ENSMUSG00000115571	processed_pseudogene	250
Gm6618	ENSMUSG00000117197	processed_pseudogene	1127
Gm6619	ENSMUSG00000095577	protein_coding	608
Gm6620	ENSMUSG00000082751	unprocessed_pseudogene	715
Gm6621	ENSMUSG00000102447	processed_pseudogene	772
Gm6623	ENSMUSG00000092374	processed_pseudogene	544
Gm6625	ENSMUSG00000094790	processed_pseudogene	272
Gm6627	ENSMUSG00000112550	processed_pseudogene	2386
Gm6630	ENSMUSG00000084299	processed_pseudogene	454
Gm6631	ENSMUSG00000102663	processed_pseudogene	559
Gm6632	ENSMUSG00000094696	processed_pseudogene	954
Gm6633	ENSMUSG00000092317	processed_pseudogene	270
Gm6637	ENSMUSG00000108090	processed_pseudogene	382
Gm6639	ENSMUSG00000105662	lncRNA	3135
Gm6640	ENSMUSG00000083681	processed_pseudogene	1587
Gm6641	ENSMUSG00000104577	processed_pseudogene	1315
Gm6643	ENSMUSG00000117449	processed_pseudogene	2467
Gm6644	ENSMUSG00000100309	processed_pseudogene	951
Gm6645	ENSMUSG00000083554	processed_pseudogene	2726
Gm6647	ENSMUSG00000090991	unprocessed_pseudogene	641
Gm6649	ENSMUSG00000105645	processed_pseudogene	1165
Gm6650	ENSMUSG00000090793	unprocessed_pseudogene	614
Gm6651	ENSMUSG00000099604	processed_pseudogene	270
Gm6652	ENSMUSG00000099858	processed_pseudogene	1070
Gm6653	ENSMUSG00000112026	TEC	1287
Gm6654	ENSMUSG00000084291	processed_pseudogene	348
Gm6655	ENSMUSG00000107349	processed_pseudogene	1309
Gm6657	ENSMUSG00000099418	protein_coding	1091
Gm6658	ENSMUSG00000074171	TEC	1885
Gm6659	ENSMUSG00000092289	processed_pseudogene	547
Gm6660	ENSMUSG00000094317	unprocessed_pseudogene	468
Gm6663	ENSMUSG00000117929	processed_pseudogene	973
Gm6664	ENSMUSG00000096374	unprocessed_pseudogene	468
Gm6665	ENSMUSG00000091561	processed_pseudogene	658
Gm6667	ENSMUSG00000110787	unprocessed_pseudogene	564
Gm6669	ENSMUSG00000099344	processed_pseudogene	997
